,Date,Home,Away
2715,2019-09-02,Independiente,Union de Santa Fe
2716,2019-10-02,Godoy Cruz,San Martin T.
2717,2019-10-02,Newells Old Boys,Rosario Central
2718,2019-10-02,River Plate,Racing Club
2719,2019-11-02,Belgrano,Boca Juniors
2720,2019-11-02,Defensa y Justicia,Argentinos Jrs
2721,2019-12-02,Aldosivi,San Martin S.J.
2722,2019-02-15,Rosario Central,River Plate
2723,2019-02-15,Union de Santa Fe,Atl. Tucuman
2724,2019-02-15,Velez Sarsfield,Colon Santa FE
2725,2019-02-16,San Martin T.,Belgrano
2726,2019-02-16,San Lorenzo,Newells Old Boys
2727,2019-02-16,Gimnasia L.P.,Defensa y Justicia
2728,2019-02-16,Patronato,Aldosivi
2729,2019-02-17,San Martin S.J.,Independiente
2730,2019-02-17,Rosario Central,Tigre
2731,2019-02-17,Talleres Cordoba,Huracan
2732,2019-02-17,Boca Juniors,Lanus
2733,2019-02-18,Banfield,River Plate
2734,2019-02-18,Argentinos Jrs,Estudiantes L.P.
2735,2019-02-19,Racing Club,Godoy Cruz
2736,2019-02-21,Boca Juniors,Atl. Tucuman
2737,2019-02-22,Tigre,Patronato
2738,2019-02-23,Colon Santa FE,Banfield
2739,2019-02-23,Lanus,Rosario Central
2740,2019-02-23,Godoy Cruz,Velez Sarsfield
2741,2019-02-23,Huracan,Union de Santa Fe
2742,2019-02-23,Belgrano,San Lorenzo
2743,2019-02-24,Independiente,Racing Club
2744,2019-02-24,River Plate,San Martin T.
2745,2019-02-24,Atl. Tucuman,Argentinos Jrs
2746,2019-02-24,Estudiantes L.P.,Talleres Cordoba
2747,2019-02-25,Defensa y Justicia,Boca Juniors
2748,2019-02-25,Aldosivi,Gimnasia L.P.
2749,2019-02-26,Newells Old Boys,San Martin S.J.
2750,2019-01-03,San Lorenzo,Argentinos Jrs
2751,2019-02-03,Union de Santa Fe,Boca Juniors
2752,2019-02-03,Rosario Central,Belgrano
2753,2019-02-03,San Martin S.J.,Godoy Cruz
2754,2019-02-03,San Martin T.,Lanus
2755,2019-03-03,River Plate,Newells Old Boys
2756,2019-03-03,Patronato,Huracan
2757,2019-03-03,Talleres Cordoba,Colon Santa FE
2758,2019-03-03,Racing Club,Estudiantes L.P.
2759,2019-04-03,Gimnasia L.P.,Independiente
2760,2019-04-03,Banfield,Atl. Tucuman
2761,2019-04-03,Velez Sarsfield,Tigre
2762,2019-05-03,Aldosivi,Defensa y Justicia
2763,2019-08-03,Lanus,San Martin S.J.
2764,2019-09-03,Belgrano,Patronato
2765,2019-09-03,Godoy Cruz,Rosario Central
2766,2019-09-03,Newells Old Boys,Talleres Cordoba
2767,2019-09-03,Colon Santa FE,Racing Club
2768,2019-10-03,Boca Juniors,San Lorenzo
2769,2019-10-03,Estudiantes L.P.,Gimnasia L.P.
2770,2019-10-03,Huracan,San Martin T.
2771,2019-10-03,Independiente,Aldosivi
2772,2019-11-03,Atl. Tucuman,River Plate
2773,2019-11-03,Tigre,Union de Santa Fe
2774,2019-12-03,Argentinos Jrs,Velez Sarsfield
2775,2019-12-03,Defensa y Justicia,Banfield
2776,2019-03-15,Gimnasia L.P.,Newells Old Boys
2777,2019-03-16,Aldosivi,Colon Santa FE
2778,2019-03-16,Velez Sarsfield,Atl. Tucuman
2779,2019-03-16,Union de Santa Fe,Lanus
2780,2019-03-16,San Martin S.J.,Argentinos Jrs
2781,2019-03-16,Racing Club,Belgrano
2782,2019-03-17,Patronato,Defensa y Justicia
2783,2019-03-17,Talleres Cordoba,Tigre
2784,2019-03-17,Rosario Central,San Lorenzo
2785,2019-03-17,River Plate,Independiente
2786,2019-03-17,San Martin T.,Boca Juniors
2787,2019-03-18,Banfield,Godoy Cruz
2788,2019-03-19,Huracan,Estudiantes L.P.
2789,2019-03-23,Colon Santa FE,San Lorenzo
2790,2019-03-29,Newells Old Boys,Huracan
2791,2019-03-30,Boca Juniors,Banfield
2792,2019-03-30,San Lorenzo,Gimnasia L.P.
2793,2019-03-30,Godoy Cruz,Patronato
2794,2019-03-30,Independiente,Velez Sarsfield
2795,2019-03-30,Talleres Cordoba,River Plate
2796,2019-03-31,Atl. Tucuman,Aldosivi
2797,2019-03-31,Argentinos Jrs,Rosario Central
2798,2019-03-31,Lanus,Belgrano
2799,2019-03-31,Defensa y Justicia,Union de Santa Fe
2800,2019-03-31,Tigre,Racing Club
2801,2019-01-04,Estudiantes L.P.,San Martin T.
2802,2019-02-04,Colon Santa FE,San Martin S.J.
2803,2019-06-04,San Martin T.,San Lorenzo
2804,2019-06-04,Gimnasia L.P.,Colon Santa FE
2805,2019-06-04,Banfield,Newells Old Boys
2806,2019-06-04,Union de Santa Fe,Estudiantes L.P.
2807,2019-06-04,Velez Sarsfield,Lanus
2808,2019-07-04,Aldosivi,Boca Juniors
2809,2019-07-04,Huracan,Atl. Tucuman
2810,2019-07-04,Rosario Central,Independiente
2811,2019-07-04,Belgrano,Godoy Cruz
2812,2019-07-04,Patronato,Argentinos Jrs
2813,2019-07-04,River Plate,Tigre
2814,2019-07-04,San Martin S.J.,Talleres Cordoba
2815,2019-07-04,Racing Club,Defensa y Justicia
2816,2019-07-27,Racing Club,Union de Santa Fe
2817,2019-07-27,Colon Santa FE,Patronato
2818,2019-07-27,San Lorenzo,Godoy Cruz
2819,2019-07-27,Lanus,Gimnasia L.P.
2820,2019-07-28,Argentinos Jrs,River Plate
2821,2019-07-28,Estudiantes L.P.,Aldosivi
2822,2019-07-28,Newells Old Boys,Central Cordoba
2823,2019-07-28,Talleres Cordoba,Velez Sarsfield
2824,2019-07-28,Defensa y Justicia,Independiente
2825,2019-07-29,Boca Juniors,Huracan
2826,2019-07-29,Arsenal Sarandi,Banfield
2827,2019-07-30,Atl. Tucuman,Rosario Central
2828,2019-03-08,Huracan,Colon Santa FE
2829,2019-03-08,Aldosivi,Argentinos Jrs
2830,2019-03-08,Rosario Central,Talleres Cordoba
2831,2019-03-08,Central Cordoba,Atl. Tucuman
2832,2019-04-08,Velez Sarsfield,Racing Club
2833,2019-04-08,Union de Santa Fe,Defensa y Justicia
2834,2019-04-08,Gimnasia L.P.,San Lorenzo
2835,2019-04-08,Banfield,Estudiantes L.P.
2836,2019-04-08,River Plate,Lanus
2837,2019-05-08,Patronato,Boca Juniors
2838,2019-06-08,Godoy Cruz,Arsenal Sarandi
2839,2019-08-16,Argentinos Jrs,Banfield
2840,2019-08-17,Talleres Cordoba,Central Cordoba
2841,2019-08-17,Newells Old Boys,Union de Santa Fe
2842,2019-08-17,San Lorenzo,Rosario Central
2843,2019-08-18,Racing Club,River Plate
2844,2019-08-18,Patronato,Huracan
2845,2019-08-18,Defensa y Justicia,Arsenal Sarandi
2846,2019-08-18,Lanus,Velez Sarsfield
2847,2019-08-19,Boca Juniors,Aldosivi
2848,2019-08-19,Atl. Tucuman,Godoy Cruz
2849,2019-08-19,Colon Santa FE,Gimnasia L.P.
2850,2019-08-20,Estudiantes L.P.,Independiente
2851,2019-08-24,Arsenal Sarandi,San Lorenzo
2852,2019-08-24,Gimnasia L.P.,Defensa y Justicia
2853,2019-08-24,Velez Sarsfield,Newells Old Boys
2854,2019-08-24,Rosario Central,Patronato
2855,2019-08-25,Independiente,Colon Santa FE
2856,2019-08-25,Godoy Cruz,Estudiantes L.P.
2857,2019-08-25,Union de Santa Fe,Lanus
2858,2019-08-25,Central Cordoba,Racing Club
2859,2019-08-25,River Plate,Talleres Cordoba
2860,2019-08-26,Banfield,Boca Juniors
2861,2019-08-26,Aldosivi,Atl. Tucuman
2862,2019-08-27,Huracan,Argentinos Jrs
2863,2019-08-30,Lanus,Central Cordoba
2864,2019-08-31,Defensa y Justicia,Banfield
2865,2019-08-31,Estudiantes L.P.,Velez Sarsfield
2866,2019-08-31,Argentinos Jrs,Gimnasia L.P.
2867,2019-08-31,San Lorenzo,Union de Santa Fe
2868,2019-08-31,Patronato,Independiente
2869,2019-01-09,Racing Club,Godoy Cruz
2870,2019-01-09,Atl. Tucuman,Arsenal Sarandi
2871,2019-01-09,Colon Santa FE,Rosario Central
2872,2019-01-09,Newells Old Boys,Huracan
2873,2019-01-09,Talleres Cordoba,Aldosivi
2874,2019-01-09,River Plate,Boca Juniors
2875,2019-09-14,Arsenal Sarandi,Union de Santa Fe
2876,2019-09-14,Central Cordoba,Defensa y Justicia
2877,2019-09-14,Godoy Cruz,Argentinos Jrs
2878,2019-09-14,Colon Santa FE,San Lorenzo
2879,2019-09-15,Huracan,River Plate
2880,2019-09-15,Gimnasia L.P.,Racing Club
2881,2019-09-15,Banfield,Talleres Cordoba
2882,2019-09-15,Rosario Central,Newells Old Boys
2883,2019-09-15,Independiente,Lanus
2884,2019-09-16,Boca Juniors,Estudiantes L.P.
2885,2019-09-16,Aldosivi,Patronato
2886,2019-09-17,Velez Sarsfield,Atl. Tucuman
2887,2019-09-20,Union de Santa Fe,Rosario Central
2888,2019-09-21,Argentinos Jrs,Central Cordoba
2889,2019-09-21,Estudiantes L.P.,Patronato
2890,2019-09-21,Defensa y Justicia,Huracan
2891,2019-09-21,San Lorenzo,Boca Juniors
2892,2019-09-22,Atl. Tucuman,Independiente
2893,2019-09-22,Newells Old Boys,Aldosivi
2894,2019-09-22,Godoy Cruz,Banfield
2895,2019-09-22,Lanus,Colon Santa FE
2896,2019-09-22,Racing Club,Arsenal Sarandi
2897,2019-09-23,River Plate,Velez Sarsfield
2898,2019-09-24,Talleres Cordoba,Gimnasia L.P.
2899,2019-09-27,Aldosivi,Union de Santa Fe
2900,2019-09-28,Patronato,Lanus
2901,2019-09-28,Arsenal Sarandi,Estudiantes L.P.
2902,2019-09-28,Gimnasia L.P.,River Plate
2903,2019-09-29,Boca Juniors,Newells Old Boys
2904,2019-09-29,Banfield,San Lorenzo
2905,2019-09-29,Huracan,Atl. Tucuman
2906,2019-09-29,Velez Sarsfield,Defensa y Justicia
2907,2019-09-29,Rosario Central,Racing Club
2908,2019-09-30,Independiente,Talleres Cordoba
2909,2019-09-30,Central Cordoba,Godoy Cruz
2910,2019-01-10,Colon Santa FE,Argentinos Jrs
2911,2019-04-10,Newells Old Boys,Banfield
2912,2019-05-10,Atl. Tucuman,Talleres Cordoba
2913,2019-05-10,Argentinos Jrs,Arsenal Sarandi
2914,2019-05-10,Godoy Cruz,Gimnasia L.P.
2915,2019-05-10,San Lorenzo,Central Cordoba
2916,2019-05-10,Estudiantes L.P.,Huracan
2917,2019-06-10,Racing Club,Aldosivi
2918,2019-06-10,Velez Sarsfield,Independiente
2919,2019-06-10,Lanus,Rosario Central
2920,2019-06-10,Union de Santa Fe,Colon Santa FE
2921,2019-06-10,River Plate,Patronato
2922,2019-07-10,Defensa y Justicia,Boca Juniors
2923,2019-10-18,Arsenal Sarandi,River Plate
2924,2019-10-19,Boca Juniors,Racing Club
2925,2019-10-19,Banfield,Atl. Tucuman
2926,2019-10-19,Independiente,Argentinos Jrs
2927,2019-10-19,Patronato,Newells Old Boys
2928,2019-10-20,Talleres Cordoba,Lanus
2929,2019-10-20,Aldosivi,Defensa y Justicia
2930,2019-10-20,Gimnasia L.P.,Union de Santa Fe
2931,2019-10-20,Huracan,San Lorenzo
2932,2019-10-20,Rosario Central,Velez Sarsfield
2933,2019-10-21,Central Cordoba,Estudiantes L.P.
2934,2019-10-22,Colon Santa FE,Godoy Cruz
2935,2019-10-29,Godoy Cruz,Aldosivi
2936,2019-10-29,Estudiantes L.P.,Rosario Central
2937,2019-10-29,Atl. Tucuman,Patronato
2938,2019-10-29,Newells Old Boys,Gimnasia L.P.
2939,2019-10-30,River Plate,Colon Santa FE
2940,2019-10-30,Argentinos Jrs,Talleres Cordoba
2941,2019-10-30,San Lorenzo,Defensa y Justicia
2942,2019-10-30,Union de Santa Fe,Independiente
2943,2019-10-31,Racing Club,Banfield
2944,2019-10-31,Arsenal Sarandi,Central Cordoba
2945,2019-10-31,Velez Sarsfield,Huracan
2946,2019-01-11,Lanus,Boca Juniors
2947,2019-02-11,Colon Santa FE,Atl. Tucuman
2948,2019-02-11,Gimnasia L.P.,Estudiantes L.P.
2949,2019-02-11,Rosario Central,Godoy Cruz
2950,2019-02-11,Aldosivi,River Plate
2951,2019-03-11,Boca Juniors,Arsenal Sarandi
2952,2019-03-11,Banfield,Union de Santa Fe
2953,2019-03-11,Talleres Cordoba,Newells Old Boys
2954,2019-03-11,Patronato,Racing Club
2955,2019-03-11,Independiente,San Lorenzo
2956,2019-04-11,Defensa y Justicia,Argentinos Jrs
2957,2019-05-11,Central Cordoba,Velez Sarsfield
2958,2019-05-11,Huracan,Lanus
2959,2019-08-11,Estudiantes L.P.,Talleres Cordoba
2960,2019-09-11,Union de Santa Fe,Atl. Tucuman
2961,2019-09-11,Lanus,Banfield
2962,2019-09-11,San Lorenzo,Argentinos Jrs
2963,2019-09-11,Godoy Cruz,Independiente
2964,2019-10-11,Central Cordoba,Patronato
2965,2019-10-11,River Plate,Rosario Central
2966,2019-10-11,Aldosivi,Gimnasia L.P.
2967,2019-10-11,Newells Old Boys,Defensa y Justicia
2968,2019-10-11,Racing Club,Huracan
2969,2019-10-11,Velez Sarsfield,Boca Juniors
2970,2019-11-23,Defensa y Justicia,Lanus
2971,2019-11-23,Huracan,Central Cordoba
2972,2019-11-24,Atl. Tucuman,San Lorenzo
2973,2019-11-24,Boca Juniors,Union de Santa Fe
2974,2019-11-24,Banfield,Velez Sarsfield
2975,2019-11-24,Gimnasia L.P.,Arsenal Sarandi
2976,2019-11-25,Talleres Cordoba,Racing Club
2977,2019-11-25,Colon Santa FE,Estudiantes L.P.
2978,2019-11-25,Patronato,Godoy Cruz
2979,2019-11-26,Argentinos Jrs,Newells Old Boys
2980,2019-11-26,Rosario Central,Aldosivi
2981,2019-11-29,Banfield,Gimnasia L.P.
2982,2019-11-30,Racing Club,Defensa y Justicia
2983,2019-11-30,Estudiantes L.P.,Atl. Tucuman
2984,2019-11-30,Boca Juniors,Argentinos Jrs
2985,2019-01-12,Newells Old Boys,River Plate
2986,2019-01-12,San Lorenzo,Patronato
2987,2019-01-12,Godoy Cruz,Talleres Cordoba
2988,2019-01-12,Velez Sarsfield,Colon Santa FE
2989,2019-02-12,Aldosivi,Independiente
2990,2019-02-12,Central Cordoba,Rosario Central
2991,2019-02-12,Arsenal Sarandi,Lanus
2992,2019-03-12,Union de Santa Fe,Huracan
2993,2019-06-12,Colon Santa FE,Aldosivi
2994,2019-07-12,Independiente,Banfield
2995,2019-07-12,Huracan,Arsenal Sarandi
2996,2019-07-12,Atl. Tucuman,Newells Old Boys
2997,2019-07-12,Talleres Cordoba,Union de Santa Fe
2998,2019-08-12,Lanus,Racing Club
2999,2019-08-12,Defensa y Justicia,Godoy Cruz
3000,2019-08-12,Gimnasia L.P.,Central Cordoba
3001,2019-08-12,Rosario Central,Boca Juniors
3002,2019-09-12,River Plate,San Lorenzo
3003,2019-09-12,Patronato,Velez Sarsfield
3004,2019-10-12,Argentinos Jrs,Estudiantes L.P.
3005,2019-12-13,Arsenal Sarandi,Colon Santa FE
3006,2019-12-13,Independiente,Newells Old Boys
3007,2020-01-19,Independiente,River Plate
3008,2020-01-24,Aldosivi,Lanus
3009,2020-01-24,Gimnasia L.P.,Velez Sarsfield
3010,2020-01-25,Rosario Central,Huracan
3011,2020-01-25,Union de Santa Fe,Argentinos Jrs
3012,2020-01-25,Arsenal Sarandi,Newells Old Boys
3013,2020-01-25,Central Cordoba,Colon Santa FE
3014,2020-01-25,San Lorenzo,Estudiantes L.P.
3015,2020-01-26,Godoy Cruz,River Plate
3016,2020-01-26,Banfield,Patronato
3017,2020-01-26,Defensa y Justicia,Talleres Cordoba
3018,2020-01-26,Racing Club,Atl. Tucuman
3019,2020-01-27,Boca Juniors,Independiente
3020,2020-01-31,Velez Sarsfield,Aldosivi
3021,2020-01-02,Huracan,Gimnasia L.P.
3022,2020-01-02,Independiente,Rosario Central
3023,2020-01-02,Atl. Tucuman,Defensa y Justicia
3024,2020-01-02,Estudiantes L.P.,Union de Santa Fe
3025,2020-02-02,Argentinos Jrs,Racing Club
3026,2020-02-02,River Plate,Central Cordoba
3027,2020-02-02,Colon Santa FE,Banfield
3028,2020-02-02,Lanus,Godoy Cruz
3029,2020-03-02,Talleres Cordoba,Boca Juniors
3030,2020-03-02,Patronato,Arsenal Sarandi
3031,2020-04-02,Newells Old Boys,San Lorenzo
3032,2020-07-02,Aldosivi,Central Cordoba
3033,2020-08-02,Argentinos Jrs,Lanus
3034,2020-08-02,Defensa y Justicia,Colon Santa FE
3035,2020-08-02,Gimnasia L.P.,Patronato
3036,2020-08-02,Banfield,Rosario Central
3037,2020-08-02,Newells Old Boys,Estudiantes L.P.
3038,2020-09-02,Boca Juniors,Atl. Tucuman
3039,2020-09-02,San Lorenzo,Velez Sarsfield
3040,2020-09-02,Racing Club,Independiente
3041,2020-10-02,Union de Santa Fe,River Plate
3042,2020-10-02,Arsenal Sarandi,Talleres Cordoba
3043,2020-11-02,Godoy Cruz,Huracan
3044,2020-02-14,Patronato,Union de Santa Fe
3045,2020-02-15,Colon Santa FE,Racing Club
3046,2020-02-15,Huracan,Aldosivi
3047,2020-02-15,Atl. Tucuman,Argentinos Jrs
3048,2020-02-15,Rosario Central,Gimnasia L.P.
3049,2020-02-16,Talleres Cordoba,San Lorenzo
3050,2020-02-16,Lanus,Newells Old Boys
3051,2020-02-16,River Plate,Banfield
3052,2020-02-17,Central Cordoba,Boca Juniors
3053,2020-02-17,Estudiantes L.P.,Defensa y Justicia
3054,2020-02-18,Independiente,Arsenal Sarandi
3055,2020-02-21,Banfield,Aldosivi
3056,2020-02-22,Argentinos Jrs,Patronato
3057,2020-02-22,San Lorenzo,Racing Club
3058,2020-02-22,Independiente,Gimnasia L.P.
3059,2020-02-23,Newells Old Boys,Colon Santa FE
3060,2020-02-23,Atl. Tucuman,Lanus
3061,2020-02-23,Arsenal Sarandi,Velez Sarsfield
3062,2020-02-23,Boca Juniors,Godoy Cruz
3063,2020-02-24,Estudiantes L.P.,River Plate
3064,2020-02-24,Defensa y Justicia,Rosario Central
3065,2020-02-25,Union de Santa Fe,Central Cordoba
3066,2020-02-25,Talleres Cordoba,Huracan
3067,2020-02-28,Racing Club,Newells Old Boys
3068,2020-02-29,Colon Santa FE,Boca Juniors
3069,2020-02-29,Gimnasia L.P.,Atl. Tucuman
3070,2020-02-29,River Plate,Defensa y Justicia
3071,2020-01-03,Central Cordoba,Banfield
3072,2020-01-03,Godoy Cruz,Union de Santa Fe
3073,2020-01-03,Aldosivi,San Lorenzo
3074,2020-01-03,Lanus,Estudiantes L.P.
3075,2020-01-03,Rosario Central,Arsenal Sarandi
3076,2020-02-03,Velez Sarsfield,Argentinos Jrs
3077,2020-02-03,Patronato,Talleres Cordoba
3078,2020-03-03,Huracan,Independiente
3079,2020-04-03,Velez Sarsfield,Godoy Cruz
3080,2020-06-03,Arsenal Sarandi,Aldosivi
3081,2020-07-03,Argentinos Jrs,Rosario Central
3082,2020-07-03,Banfield,Huracan
3083,2020-07-03,Defensa y Justicia,Patronato
3084,2020-08-03,Atl. Tucuman,River Plate
3085,2020-08-03,Boca Juniors,Gimnasia L.P.
3086,2020-08-03,San Lorenzo,Lanus
3087,2020-08-03,Independiente,Central Cordoba
3088,2020-09-03,Newells Old Boys,Godoy Cruz
3089,2020-09-03,Talleres Cordoba,Colon Santa FE
3090,2020-09-03,Union de Santa Fe,Velez Sarsfield
3091,2020-10-03,Estudiantes L.P.,Racing Club
3092,2020-10-30,Gimnasia L.P.,Patronato
3093,2020-10-31,Talleres Cordoba,Newells Old Boys
3094,2020-10-31,Aldosivi,Estudiantes L.P.
3095,2020-10-31,Velez Sarsfield,Huracan
3096,2020-10-31,Argentinos Jrs,San Lorenzo
3097,2020-01-11,Lanus,Boca Juniors
3098,2020-01-11,Defensa y Justicia,Colon Santa FE
3099,2020-01-11,Union de Santa Fe,Arsenal Sarandi
3100,2020-01-11,Racing Club,Atl. Tucuman
3101,2020-01-11,Central Cordoba,Independiente
3102,2020-03-11,Rosario Central,Godoy Cruz
3103,2020-04-11,River Plate,Banfield
3104,2020-06-11,Patronato,Huracan
3105,2020-07-11,Argentinos Jrs,Aldosivi
3106,2020-07-11,Banfield,Godoy Cruz
3107,2020-07-11,San Lorenzo,Estudiantes L.P.
3108,2020-08-11,River Plate,Rosario Central
3109,2020-08-11,Arsenal Sarandi,Atl. Tucuman
3110,2020-08-11,Gimnasia L.P.,Velez Sarsfield
3111,2020-08-11,Union de Santa Fe,Racing Club
3112,2020-09-11,Newells Old Boys,Boca Juniors
3113,2020-09-11,Independiente,Colon Santa FE
3114,2020-09-11,Talleres Cordoba,Lanus
3115,2020-10-11,Central Cordoba,Defensa y Justicia
3116,2020-11-13,Rosario Central,Banfield
3117,2020-11-14,Atl. Tucuman,Union de Santa Fe
3118,2020-11-14,Aldosivi,San Lorenzo
3119,2020-11-14,Lanus,Newells Old Boys
3120,2020-11-14,Racing Club,Arsenal Sarandi
3121,2020-11-15,Godoy Cruz,River Plate
3122,2020-11-15,Huracan,Gimnasia L.P.
3123,2020-11-15,Estudiantes L.P.,Argentinos Jrs
3124,2020-11-15,Defensa y Justicia,Independiente
3125,2020-11-16,Boca Juniors,Talleres Cordoba
3126,2020-11-16,Velez Sarsfield,Patronato
3127,2020-11-17,Colon Santa FE,Central Cordoba
3128,2020-11-20,Atl. Tucuman,Racing Club
3129,2020-11-20,Arsenal Sarandi,Union de Santa Fe
3130,2020-11-20,Boca Juniors,Lanus
3131,2020-11-21,Banfield,River Plate
3132,2020-11-21,Colon Santa FE,Defensa y Justicia
3133,2020-11-21,Huracan,Velez Sarsfield
3134,2020-11-22,Independiente,Central Cordoba
3135,2020-11-22,Estudiantes L.P.,Aldosivi
3136,2020-11-22,Patronato,Gimnasia L.P.
3137,2020-11-23,San Lorenzo,Argentinos Jrs
3138,2020-11-23,Godoy Cruz,Rosario Central
3139,2020-11-24,Newells Old Boys,Talleres Cordoba
3140,2020-11-28,Racing Club,Union de Santa Fe
3141,2020-11-28,Colon Santa FE,Independiente
3142,2020-11-28,Velez Sarsfield,Gimnasia L.P.
3143,2020-11-29,Godoy Cruz,Banfield
3144,2020-11-29,Rosario Central,River Plate
3145,2020-11-29,Defensa y Justicia,Central Cordoba
3146,2020-11-29,Boca Juniors,Newells Old Boys
3147,2020-11-30,Huracan,Patronato
3148,2020-11-30,Lanus,Talleres Cordoba
3149,2020-11-30,Aldosivi,Argentinos Jrs
3150,2020-11-30,Atl. Tucuman,Arsenal Sarandi
3151,2020-01-12,Estudiantes L.P.,San Lorenzo
3152,2020-04-12,Central Cordoba,Colon Santa FE
3153,2020-05-12,Banfield,Rosario Central
3154,2020-05-12,Arsenal Sarandi,Racing Club
3155,2020-05-12,Union de Santa Fe,Atl. Tucuman
3156,2020-05-12,Gimnasia L.P.,Huracan
3157,2020-05-12,Patronato,Velez Sarsfield
3158,2020-06-12,River Plate,Godoy Cruz
3159,2020-06-12,Independiente,Defensa y Justicia
3160,2020-07-12,Newells Old Boys,Lanus
3161,2020-07-12,Talleres Cordoba,Boca Juniors
3162,2020-07-12,Argentinos Jrs,Estudiantes L.P.
3163,2020-07-12,San Lorenzo,Aldosivi
3164,2020-12-12,Velez Sarsfield,Racing Club
3165,2020-12-12,Colon Santa FE,Gimnasia L.P.
3166,2020-12-12,Newells Old Boys,Estudiantes L.P.
3167,2020-12-12,Boca Juniors,Arsenal Sarandi
3168,2020-12-13,San Lorenzo,Talleres Cordoba
3169,2020-12-13,Aldosivi,Lanus
3170,2020-12-13,Union de Santa Fe,Defensa y Justicia
3171,2020-12-13,River Plate,Argentinos Jrs
3172,2020-12-14,Huracan,Independiente
3173,2020-12-14,Rosario Central,Patronato
3174,2020-12-14,Central Cordoba,Godoy Cruz
3175,2020-12-15,Atl. Tucuman,Banfield
3176,2020-12-19,Arsenal Sarandi,Argentinos Jrs
3177,2020-12-19,Patronato,Aldosivi
3178,2020-12-19,Godoy Cruz,Newells Old Boys
3179,2020-12-19,San Lorenzo,Colon Santa FE
3180,2020-12-20,Talleres Cordoba,Atl. Tucuman
3181,2020-12-20,Lanus,Defensa y Justicia
3182,2020-12-20,Estudiantes L.P.,Racing Club
3183,2020-12-20,Independiente,Boca Juniors
3184,2020-12-21,Huracan,River Plate
3185,2020-12-21,Central Cordoba,Velez Sarsfield
3186,2020-12-21,Rosario Central,Union de Santa Fe
3187,2020-12-22,Banfield,Gimnasia L.P.
3188,2020-12-27,Defensa y Justicia,Patronato
3189,2020-12-27,Racing Club,Godoy Cruz
3190,2020-12-27,Boca Juniors,Huracan
3191,2020-12-28,River Plate,Arsenal Sarandi
3192,2020-12-28,Newells Old Boys,Central Cordoba
3193,2020-12-28,Argentinos Jrs,Independiente
3194,2020-12-28,Velez Sarsfield,Estudiantes L.P.
3195,2020-12-29,Colon Santa FE,Banfield
3196,2020-12-29,Gimnasia L.P.,Talleres Cordoba
3197,2020-12-29,Aldosivi,Rosario Central
3198,2020-12-29,Union de Santa Fe,Lanus
3199,2020-12-30,Atl. Tucuman,San Lorenzo
3200,2021-02-01,Rosario Central,Defensa y Justicia
3201,2021-03-01,Boca Juniors,River Plate
3202,2021-03-01,Independiente,Arsenal Sarandi
3203,2021-03-01,Newells Old Boys,Velez Sarsfield
3204,2021-03-01,Patronato,Lanus
3205,2021-04-01,Central Cordoba,Racing Club
3206,2021-04-01,Aldosivi,Union de Santa Fe
3207,2021-04-01,San Lorenzo,Gimnasia L.P.
3208,2021-05-01,Talleres Cordoba,Banfield
3209,2021-05-01,Godoy Cruz,Estudiantes L.P.
3210,2021-05-01,Huracan,Argentinos Jrs
3211,2021-06-01,Atl. Tucuman,Colon Santa FE
3212,2021-09-01,Lanus,Rosario Central
3213,2021-09-01,Union de Santa Fe,Patronato
3214,2021-09-01,Racing Club,Newells Old Boys
3215,2021-09-01,Velez Sarsfield,Godoy Cruz
3216,2021-10-01,Argentinos Jrs,Boca Juniors
3217,2021-10-01,River Plate,Independiente
3218,2021-10-01,Arsenal Sarandi,Huracan
3219,2021-11-01,Banfield,San Lorenzo
3220,2021-11-01,Colon Santa FE,Talleres Cordoba
3221,2021-11-01,Gimnasia L.P.,Atl. Tucuman
3222,2021-12-01,Estudiantes L.P.,Central Cordoba
3223,2021-01-14,Defensa y Justicia,Aldosivi
3224,2021-01-17,Velez Sarsfield,Rosario Central
3225,2021-01-18,Banfield,Boca Juniors
3226,2021-12-02,Banfield,Racing Club
3227,2021-02-13,Central Cordoba,Colon Santa FE
3228,2021-02-13,Union de Santa Fe,Atl. Tucuman
3229,2021-02-13,Aldosivi,Godoy Cruz
3230,2021-02-13,Talleres Cordoba,Patronato
3231,2021-02-13,Velez Sarsfield,Newells Old Boys
3232,2021-02-14,San Lorenzo,Arsenal Sarandi
3233,2021-02-14,Defensa y Justicia,Huracan
3234,2021-02-14,Boca Juniors,Gimnasia L.P.
3235,2021-02-15,Estudiantes L.P.,River Plate
3236,2021-02-15,Rosario Central,Argentinos Jrs
3237,2021-02-16,Independiente,Lanus
3238,2021-02-19,Gimnasia L.P.,Talleres Cordoba
3239,2021-02-20,Arsenal Sarandi,Banfield
3240,2021-02-20,Godoy Cruz,Estudiantes L.P.
3241,2021-02-20,Lanus,Defensa y Justicia
3242,2021-02-20,Racing Club,Aldosivi
3243,2021-02-21,River Plate,Rosario Central
3244,2021-02-21,Argentinos Jrs,Platense
3245,2021-02-21,Sarmiento Junin,Velez Sarsfield
3246,2021-02-21,Patronato,Independiente
3247,2021-02-22,Newells Old Boys,Boca Juniors
3248,2021-02-22,Atl. Tucuman,Central Cordoba
3249,2021-02-22,Huracan,Union de Santa Fe
3250,2021-02-23,Colon Santa FE,San Lorenzo
3251,2021-02-26,Aldosivi,Arsenal Sarandi
